date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2022-01-11,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-02-14,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-03-16,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-04-18,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-05-17,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-06-16,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-07-15,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-08-15,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-09-13,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-10-12,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-11-13,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2022-12-12,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2023-01-10,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2023-02-09,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2023-03-11,0,0,0,0,0,0,0,0,,,,92.86%,76,4
2023-04-13,0,0,0,0,0,0,0,0,,,,92.86%,76,4
