date,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency,Total Smells,DS avg. degree,PC,DL,Code Coverage,LOC,Nr. of Classes
2019-07-05,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2019-08-03,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2019-09-02,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2019-10-07,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2019-11-05,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2019-12-06,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-01-06,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-02-04,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-03-04,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-04-03,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-05-02,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-05-31,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-06-29,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-07-28,0,3,0,0,0,2,1,6,,,,91.96%,96,4
2020-08-28,0,3,0,0,0,2,1,6,,,,89.58%,96,4
2020-10-01,0,3,0,0,0,2,1,6,,,,92.79%,96,4
2020-10-30,0,3,0,0,0,2,1,6,,,,92.79%,96,4
2020-12-05,0,3,0,0,0,2,1,6,,,,92.79%,96,4
2021-01-04,0,3,0,0,0,2,1,6,,,,92.79%,96,4
2021-02-02,0,3,0,0,0,1,1,5,,,,90.65%,96,4
2021-03-04,0,3,0,0,0,1,1,5,,,,89.02%,96,4
2021-04-07,0,3,0,0,0,1,1,5,,,,89.02%,96,4
2021-05-06,0,3,0,0,0,1,1,5,,,,89.02%,96,4
2021-06-11,0,3,0,0,0,1,1,5,,,,0.00%,96,4
2021-07-12,0,3,0,0,0,1,1,5,,,,0.00%,96,4
2021-08-10,0,3,0,0,0,1,1,5,,,,0.00%,96,4
2021-09-08,0,4,0,0,0,1,1,6,,,,83.13%,113,4
2021-10-09,0,4,0,0,0,1,1,6,,,,79.79%,113,4
2021-11-11,0,4,0,0,0,1,1,6,,,,79.79%,113,4
2021-12-13,0,4,0,0,0,1,1,6,,,,79.79%,113,4
2022-01-11,0,4,0,0,0,1,1,6,,,,79.79%,113,4
2022-02-14,0,4,0,0,0,1,1,6,,,,79.79%,113,4
2022-03-16,0,4,0,0,0,1,1,6,,,,81.56%,121,4
2022-04-18,0,4,0,0,0,1,1,6,,,,92.74%,138,4
2022-05-17,0,4,0,0,0,2,1,7,,,,94.07%,223,5
2022-06-16,0,4,0,0,0,2,1,7,,,,94.07%,223,5
2022-07-15,0,4,0,0,0,2,1,7,,,,94.07%,223,5
2022-08-15,0,4,0,0,0,2,1,7,,,,94.07%,223,5
2022-09-13,0,4,0,1,0,2,1,8,,,,94.07%,235,6
2022-10-12,0,4,0,1,0,2,1,8,,,,94.07%,235,6
2022-11-13,0,4,0,1,0,0,1,6,,,,91.51%,235,6
2022-12-12,0,4,0,1,0,0,1,6,,,,91.51%,235,6
2023-01-10,0,4,0,1,0,0,1,6,,,,91.51%,235,6
2023-02-09,0,4,0,1,0,2,1,8,,,,91.51%,235,6
2023-03-11,0,4,0,1,0,2,1,8,,,,90.48%,239,6
2023-04-13,0,4,0,1,0,2,1,8,,,,90.48%,239,6
